name,baseprice,wood,steel,plastic
arifle_SPAR_01_GL_snd_F,600,0,2,0
LMG_Mk200_F,1500,0,2,0
LMG_Zafir_F,1500,0,2,0
arifle_MX_SW_F,1250,0,2,0
arifle_MX_SW_Black_F,1250,0,2,0
MMG_01_hex_F,2000,0,2,0
MMG_01_tan_F,2000,0,2,0
MMG_02_camo_F,2000,0,2,0
MMG_02_black_F,2000,0,2,0
MMG_02_sand_F,2000,0,2,0
arifle_MX_SW_khk_F,1500,0,2,0
LMG_03_F,1750,0,2,0
arifle_SPAR_02_blk_F,1250,0,2,0
arifle_SPAR_02_khk_F,1250,0,2,0
arifle_SPAR_02_snd_F,1250,0,2,0
weapon_Fighter_Gun20mm_AA,1500,0,2,0
weapon_Fighter_Gun_30mm,1500,0,2,0
srifle_DMR_01_F,3000,0,2,0
srifle_DMR_02_F,5000,0,2,0
srifle_DMR_02_camo_F,5000,0,2,0
srifle_DMR_02_sniper_F,5000,0,2,0
srifle_DMR_03_F,3750,0,2,0
srifle_DMR_03_khaki_F,3750,0,2,0
srifle_DMR_03_tan_F,3750,0,2,0
srifle_DMR_03_multicam_F,3750,0,2,0
srifle_DMR_03_woodland_F,3750,0,2,0
srifle_DMR_04_F,4000,0,2,0
srifle_DMR_04_Tan_F,4000,0,2,0
srifle_DMR_05_blk_F,5000,0,2,0
srifle_DMR_05_hex_F,5000,0,2,0
srifle_DMR_05_tan_f,5000,0,2,0
srifle_DMR_06_camo_F,3500,0,2,0
srifle_DMR_06_olive_F,3500,0,2,0
srifle_DMR_07_blk_F,4000,0,2,0
srifle_DMR_07_hex_F,4000,0,2,0
srifle_DMR_07_ghex_F,4000,0,2,0
arifle_SPAR_03_blk_F,4000,0,2,0
arifle_SPAR_03_khk_F,4000,0,2,0
arifle_SPAR_03_snd_F,4000,0,2,0
hgun_ACPC2_F,100,0,1,0
hgun_P07_F,100,0,1,0
hgun_Pistol_heavy_01_F,100,0,1,0
hgun_Pistol_heavy_02_F,100,0,1,0
hgun_Rook40_F,100,0,1,0
hgun_Pistol_Signal_F,20,0,1,0
hgun_P07_khk_F,100,0,1,0
hgun_Pistol_01_F,100,0,1,0
launch_B_Titan_F,15000,0,2,0
launch_I_Titan_F,15000,0,2,0
launch_O_Titan_F,15000,0,2,0
launch_B_Titan_short_F,15000,0,2,0
launch_I_Titan_short_F,15000,0,2,0
launch_O_Titan_short_F,15000,0,2,0
launch_B_Titan_tna_F,15000,0,2,0
launch_B_Titan_short_tna_F,15000,0,2,0
launch_O_Titan_ghex_F,15000,0,2,0
launch_O_Titan_short_ghex_F,15000,0,2,0
launch_O_Vorona_brown_F,15000,0,2,0
launch_O_Vorona_green_F,15000,0,2,0
launch_NLAW_F,1000,0,2,0
launch_RPG32_F,1500,0,2,0
launch_RPG32_ghex_F,1500,0,2,0
launch_RPG7_F,1250,0,2,0
launch_MRAWS_olive_F,1500,0,2,0
launch_MRAWS_olive_rail_F,3000,0,2,0
launch_MRAWS_green_F,1500,0,2,0
launch_MRAWS_green_rail_F,3000,0,2,0
launch_MRAWS_sand_F,1500,0,2,0
launch_MRAWS_sand_rail_F,3000,0,2,0
