name,baseprice,wood,steel,plastic
200Rnd_556x45_Box_F,160,0,0.1,0
200Rnd_556x45_Box_Red_F,160,0,0.1,0
200Rnd_556x45_Box_Tracer_F,160,0,0.1,0
200Rnd_556x45_Box_Tracer_Red_F,160,0,0.1,0
200Rnd_338_Mag,240,0,0.1,0
Vorona_HEAT,240,0,0.1,0
Vorona_HE,160,0,0.1,0
MRAWS_HEAT_F,240,0,0.1,0
MRAWS_HE_F,160,0,0.1,0
ACE_HandFlare_White,2,0,0.1,0
ACE_HandFlare_Red,2,0,0.1,0
ACE_HandFlare_Green,2,0,0.1,0
ACE_HandFlare_Yellow,2,0,0.1,0
ACE_M84,16,0,0.1,0
ACE_M14,16,0,0.1,0
ACE_40mm_Flare_white,2,0,0.1,0
ACE_40mm_Flare_red,2,0,0.1,0
ACE_40mm_Flare_green,2,0,0.1,0
ACE_40mm_Flare_ir,2,0,0.1,0
ACE_HuntIR_M203,16,0,0.1,0
ACE_SpareBarrel,30,0,0.1,0
30Rnd_65x39_caseless_green_Tracer,18,0,0.1,0
ACE_100Rnd_65x39_caseless_mag_Tracer_Dim,45,0,0.1,0
ACE_200Rnd_65x39_cased_Box_Tracer_Dim,36,0,0.1,0
ACE_30Rnd_65x39_caseless_mag_Tracer_Dim,18,0,0.1,0
ACE_30Rnd_65x39_caseless_green_mag_Tracer_Dim,18,0,0.1,0
ACE_30Rnd_556x45_Stanag_M995_AP_mag,10,0,0.1,0
ACE_30Rnd_556x45_Stanag_Mk262_mag,10,0,0.1,0
ACE_30Rnd_556x45_Stanag_Mk318_mag,10,0,0.1,0
ACE_30Rnd_556x45_Stanag_Tracer_Dim,10,0,0.1,0
ACE_20Rnd_762x51_Mag_Tracer,48,0,0.1,0
ACE_20Rnd_762x51_Mag_Tracer_Dim,48,0,0.1,0
ACE_20Rnd_762x51_Mag_SD,48,0,0.1,0
ACE_10Rnd_762x51_M118LR_Mag,10,0,0.1,0
ACE_10Rnd_762x51_Mk316_Mod_0_Mag,10,0,0.1,0
ACE_10Rnd_762x51_Mk319_Mod_0_Mag,10,0,0.1,0
ACE_10Rnd_762x51_M993_AP_Mag,10,0,0.1,0
ACE_20Rnd_762x51_M118LR_Mag,48,0,0.1,0
ACE_20Rnd_762x51_Mk316_Mod_0_Mag,48,0,0.1,0
ACE_20Rnd_762x51_Mk319_Mod_0_Mag,48,0,0.1,0
ACE_20Rnd_762x51_M993_AP_Mag,48,0,0.1,0
ACE_20Rnd_762x67_Mk248_Mod_0_Mag,48,0,0.1,0
ACE_20Rnd_762x67_Mk248_Mod_1_Mag,48,0,0.1,0
ACE_20Rnd_762x67_Berger_Hybrid_OTM_Mag,48,0,0.1,0
ACE_30Rnd_65x47_Scenar_mag,18,0,0.1,0
ACE_20Rnd_65x47_Scenar_mag,28,0,0.1,0
ACE_30Rnd_65_Creedmor_mag,18,0,0.1,0
ACE_20Rnd_65_Creedmor_mag,28,0,0.1,0
ACE_10Rnd_338_300gr_HPBT_Mag,56,0,0.1,0
ACE_10Rnd_338_API526_Mag,16,0,0.1,0
ACE_7Rnd_408_305gr_Mag,21,0,0.1,0
ACE_5Rnd_127x99_Mag,64,0,0.1,0
ACE_5Rnd_127x99_API_Mag,64,0,0.1,0
ACE_5Rnd_127x99_AMAX_Mag,64,0,0.1,0
ACE_16Rnd_9x19_mag,8,0,0.1,0
ACE_10Rnd_762x54_Tracer_mag,10,0,0.1,0
ACE_Chemlight_Orange,8,0,0.1,0
ACE_Chemlight_White,8,0,0.1,0
ACE_Chemlight_HiRed,8,0,0.1,0
ACE_Chemlight_HiYellow,8,0,0.1,0
ACE_Chemlight_HiWhite,8,0,0.1,0
ACE_Chemlight_HiBlue,8,0,0.1,0
ACE_Chemlight_HiGreen,8,0,0.1,0
ACE_Chemlight_UltraHiOrange,8,0,0.1,0
ACE_Chemlight_IR,8,0,0.1,0
ACE_FlareTripMine_Mag,12,0,0.1,0
