name,baseprice,wood,steel,plastic
O_Heli_Transport_04_fuel_black_F,1.176e+006,0,70,10
O_Heli_Transport_04_medevac_black_F,1.176e+006,0,70,10
O_Heli_Transport_04_repair_black_F,1.176e+006,0,70,10
I_C_Heli_Light_01_civil_F,462000,0,65,5
B_CTRG_Heli_Transport_01_sand_F,1.736e+006,0,70,15
B_CTRG_Heli_Transport_01_tropic_F,1.736e+006,0,70,15
I_C_Plane_Civil_01_F,539000,0,68,5
B_T_UAV_03_F,385000,0,63,5
B_T_UAV_03_dynamicLoadout_F,385000,0,63,5
O_T_UAV_04_CAS_F,770000,0,75,5
B_T_VTOL_01_infantry_F,1.736e+007,0,250,15
B_T_VTOL_01_vehicle_F,1.736e+007,0,250,15
B_T_VTOL_01_armed_F,1.736e+007,0,250,15
B_T_VTOL_01_infantry_blue_F,1.736e+007,0,250,15
B_T_VTOL_01_infantry_olive_F,1.736e+007,0,250,15
B_T_VTOL_01_vehicle_blue_F,1.736e+007,0,250,15
B_T_VTOL_01_vehicle_olive_F,1.736e+007,0,250,15
B_T_VTOL_01_armed_blue_F,1.736e+007,0,250,15
B_T_VTOL_01_armed_olive_F,1.736e+007,0,250,15
O_T_VTOL_02_infantry_F,1.54e+006,0,100,5
O_T_VTOL_02_vehicle_F,1.54e+006,0,100,5
O_T_VTOL_02_infantry_dynamicLoadout_F,1.54e+006,0,100,5
O_T_VTOL_02_vehicle_dynamicLoadout_F,1.54e+006,0,100,5
O_T_VTOL_02_infantry_hex_F,1.54e+006,0,100,5
O_T_VTOL_02_infantry_ghex_F,1.54e+006,0,100,5
O_T_VTOL_02_infantry_grey_F,1.54e+006,0,100,5
O_T_VTOL_02_vehicle_hex_F,1.54e+006,0,100,5
O_T_VTOL_02_vehicle_ghex_F,1.54e+006,0,100,5
O_T_VTOL_02_vehicle_grey_F,1.54e+006,0,100,5
B_Plane_Fighter_01_F,720000,0,30,2
B_Plane_Fighter_01_Stealth_F,542000,0,30,2
O_Plane_Fighter_02_F,745500,0,33,2
O_Plane_Fighter_02_Stealth_F,545500,0,33,2
B_UAV_05_F,770000,0,75,5
B_Plane_CAS_01_Cluster_F,756000,0,40,2
O_Plane_CAS_02_Cluster_F,756000,0,40,2
I_Plane_Fighter_03_Cluster_F,738500,0,28,2
B_Plane_Fighter_01_Cluster_F,742000,0,30,2
O_Plane_Fighter_02_Cluster_F,745500,0,33,2
I_Plane_Fighter_04_Cluster_F,742000,0,30,2
C_IDAP_Heli_Transport_02_F,616000,0,70,5
C_IDAP_UAV_01_F,7700,0,50,5
B_UAV_06_F,350,0,0,2
O_UAV_06_F,350,0,0,2
I_UAV_06_F,350,0,0,2
C_IDAP_UAV_06_F,350,0,0,2
C_UAV_06_F,350,0,0,2
C_IDAP_UAV_06_antimine_F,350,0,0,2
B_UAV_06_medical_F,350,0,0,2
O_UAV_06_medical_F,350,0,0,2
I_UAV_06_medical_F,350,0,0,2
C_IDAP_UAV_06_medical_F,350,0,0,2
C_UAV_06_medical_F,350,0,0,2
ACE_HuntIR,7000,0,5,2
ace_refuel_helper,14000,0,10,2
ACE_friesAnchorBar,14000,0,10,2
ACE_friesGantry,14000,0,10,2
ACE_friesGantryReverse,14000,0,10,2
ace_fastroping_helper,14000,0,10,2
